"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jan 06 22:06:13 GMT 2023","Fri Jan 06 22:06:13 GMT 2023","0","tests","test_order","TestOrder","","","Создание заказа c самовывозом неавторизованным пользователем",""
"broken","Fri Jan 06 22:06:08 GMT 2023","Fri Jan 06 22:06:08 GMT 2023","0","tests","test_login","TestLogin","","","Авторизация пользователя с валидными данными",""
"broken","Fri Jan 06 22:06:16 GMT 2023","Fri Jan 06 22:06:16 GMT 2023","0","tests","test_registration","TestRegistration","","","Регистрация пользователя с пустыми полями в форме регистрации",""
"broken","Fri Jan 06 22:06:10 GMT 2023","Fri Jan 06 22:06:10 GMT 2023","0","tests","test_login","TestLogin","","","Авторизация пользователя с невалидными данными",""
"broken","Fri Jan 06 22:06:17 GMT 2023","Fri Jan 06 22:06:17 GMT 2023","0","tests","test_registration","TestRegistration","","","Регистрация пользователя с пустыми полями в форме регистрации",""
"broken","Fri Jan 06 22:06:06 GMT 2023","Fri Jan 06 22:06:06 GMT 2023","0","tests","test_cart","TestCart","","","Товар отображается во всплывающей корзине",""
"broken","Fri Jan 06 22:06:13 GMT 2023","Fri Jan 06 22:06:13 GMT 2023","0","tests","test_registration","TestRegistration","","","Регистрация пользователя с валидными данными",""
"broken","Fri Jan 06 22:06:04 GMT 2023","Fri Jan 06 22:06:04 GMT 2023","0","tests","test_cart","TestCart","","","Добавление товара в корзину из карточки заказа авторизованным пользователем",""
"broken","Fri Jan 06 22:06:15 GMT 2023","Fri Jan 06 22:06:15 GMT 2023","0","tests","test_registration","TestRegistration","","","Регистрация пользователя с пустыми полями в форме регистрации",""
"broken","Fri Jan 06 22:06:11 GMT 2023","Fri Jan 06 22:06:11 GMT 2023","0","tests","test_login","TestLogin","","","Авторизация пользователя с невалидными данными",""
"broken","Fri Jan 06 22:06:07 GMT 2023","Fri Jan 06 22:06:07 GMT 2023","0","tests","test_cart","TestCart","","","Удаление товара из корзины",""
"broken","Fri Jan 06 22:06:09 GMT 2023","Fri Jan 06 22:06:09 GMT 2023","0","tests","test_login","TestLogin","","","Авторизация пользователя с невалидными данными",""
"broken","Fri Jan 06 22:06:18 GMT 2023","Fri Jan 06 22:06:18 GMT 2023","0","tests","test_registration","TestRegistration","","","Регистрация пользователя с пустыми полями в форме регистрации",""
"broken","Fri Jan 06 22:06:12 GMT 2023","Fri Jan 06 22:06:12 GMT 2023","0","tests","test_order","TestOrder","","","Создание заказа c доставкой авторизованным пользователем, у которого в профиле не указан адрес",""
"broken","Fri Jan 06 22:06:14 GMT 2023","Fri Jan 06 22:06:14 GMT 2023","0","tests","test_registration","TestRegistration","","","Регистрация пользователя с пустыми полями в форме регистрации",""
