"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jan 06 20:06:49 GMT 2023","Fri Jan 06 20:06:49 GMT 2023","0","tests","test_registration","TestRegistration","","","Регистрация пользователя с пустыми полями в форме регистрации",""
"broken","Fri Jan 06 20:06:43 GMT 2023","Fri Jan 06 20:06:43 GMT 2023","0","tests","test_login","TestLogin","","","Авторизация пользователя с невалидными данными",""
"broken","Fri Jan 06 20:06:50 GMT 2023","Fri Jan 06 20:06:50 GMT 2023","0","tests","test_registration","TestRegistration","","","Регистрация пользователя с пустыми полями в форме регистрации",""
"broken","Fri Jan 06 20:06:41 GMT 2023","Fri Jan 06 20:06:41 GMT 2023","0","tests","test_cart","TestCart","","","Товар отображается во всплывающей корзине",""
"broken","Fri Jan 06 20:06:45 GMT 2023","Fri Jan 06 20:06:45 GMT 2023","0","tests","test_login","TestLogin","","","Авторизация пользователя с невалидными данными",""
"broken","Fri Jan 06 20:06:48 GMT 2023","Fri Jan 06 20:06:48 GMT 2023","0","tests","test_registration","TestRegistration","","","Регистрация пользователя с пустыми полями в форме регистрации",""
"broken","Fri Jan 06 20:06:51 GMT 2023","Fri Jan 06 20:06:51 GMT 2023","0","tests","test_registration","TestRegistration","","","Регистрация пользователя с пустыми полями в форме регистрации",""
"broken","Fri Jan 06 20:06:47 GMT 2023","Fri Jan 06 20:06:47 GMT 2023","0","tests","test_registration","TestRegistration","","","Регистрация пользователя с валидными данными",""
"broken","Fri Jan 06 20:06:46 GMT 2023","Fri Jan 06 20:06:46 GMT 2023","0","tests","test_order","TestOrder","","","Создание заказа c доставкой авторизованным пользователем, у которого в профиле не указан адрес",""
"broken","Fri Jan 06 20:06:44 GMT 2023","Fri Jan 06 20:06:44 GMT 2023","0","tests","test_login","TestLogin","","","Авторизация пользователя с невалидными данными",""
"broken","Fri Jan 06 20:06:41 GMT 2023","Fri Jan 06 20:06:41 GMT 2023","0","tests","test_cart","TestCart","","","Удаление товара из корзины",""
"broken","Fri Jan 06 20:06:39 GMT 2023","Fri Jan 06 20:06:39 GMT 2023","0","tests","test_cart","TestCart","","","Добавление товара в корзину из карточки заказа авторизованным пользователем",""
"broken","Fri Jan 06 20:06:46 GMT 2023","Fri Jan 06 20:06:46 GMT 2023","0","tests","test_order","TestOrder","","","Создание заказа c самовывозом неавторизованным пользователем",""
"broken","Fri Jan 06 20:06:50 GMT 2023","Fri Jan 06 20:06:50 GMT 2023","0","tests","test_registration","TestRegistration","","","Регистрация пользователя с пустыми полями в форме регистрации",""
"broken","Fri Jan 06 20:06:42 GMT 2023","Fri Jan 06 20:06:42 GMT 2023","0","tests","test_login","TestLogin","","","Авторизация пользователя с валидными данными",""
